LA_name,LANumber,Region,For_2_P,For_1_P,For_2_S,For_1_S,Quan_P_In,Quan_S_In,Quan_P_RP,Quan_S_RP,Quan_P_Su,Quan_S_Su,Quan_P_PP,Quan_S_PP,Qual_P_1_N,Qual_P_2_N,Qual_P_3_N,Qual_P_4_N,Qual_P_0_N,Qual_P_1_E,Qual_P_2_E,Qual_P_3_E,Qual_P_4_E,Qual_P_0_E,Qual_P_Prop,Qual_P_Propranks,Qual_S_1_N,Qual_S_2_N,Qual_S_3_N,Qual_S_4_N,Qual_S_0_N,Qual_S_1_E,Qual_S_2_E,Qual_S_3_E,Qual_S_4_E,Qual_S_0_E,Qual_S_Prop,Qual_S_Propranks,CPP_P_EP,CPP_P_ET,CPP_P_NS,CPP_S_EP,CPP_S_ET,CPP_S_NS,Projects_P_EP,Projects_P_ET,Projects_P_NS,Projects_S_EP,Projects_S_ET,Projects_S_NS,Cost_P_EP,Places_P_EP,Cost_P_ET,Places_P_ET,Cost_P_NS,Places_P_NS,Cost_S_EP,Places_S_EP,Cost_S_ET,Places_S_ET,Cost_S_NS,Places_S_NS,Ban_P_gro,Ban_S_gro,Funding,Pref_P_1_CY,Pref_P_2_CY,Pref_P_3_CY,Pref_S_1_CY,Pref_S_2_CY,Pref_S_3_CY,Pref_P_T3_CY,Pref_S_T3_CY,Pref_P_1_NY,Pref_P_2_NY,Pref_P_3_NY,Pref_S_1_NY,Pref_S_2_NY,Pref_S_3_NY,Pref_P_T3_NY,Pref_S_T3_NY,Quan_P_UP,Quan_S_UP,An_P_gro,An_S_gro
Isles of Scilly,420,South West,LOW,LOW,LOW,LOW,0,285,10,0,0.197567506,0.193277304,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,-0.01369863,-0.102803738,914305.98,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0.193277304,0.197567506,-0.102803738,-0.01369863
Bath and North East Somerset,800,South West,0.061860429,0.008848196,0.068363767,0.007286138,3563,1132,20,390,0.165956398,0.123144524,70,90,0,324,0,0,1050,3009,8839,704,525,630,1,1,0,290,0,0,0,951,10646,1945,1156,0,1,1,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.148708583,0.077902622,42976963.23,92.89940828,5.088757396,0.769230769,84.11993337,9.60577457,1.388117712,98.75739645,95.11382565,9.60577457,1.388117712,98.75739645,95.11382565,92.89940828,5.088757396,0.769230769,84.11993337,0.123144524,0.165956398,0.077902622,0.148708583
"Bristol, City of",801,South West,0.036465559,0.002123383,0.015222028,0.004459957,10514,4016,0,1220,0.176534308,0.01856947,0,0,0,0,105,56,0,9689,21272,6464,1201,0,0,121,0,0,0,0,900,4894,11347,3663,975,0,z,z,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.231705555,0.440111965,195857943.5,89.4,6.66,2.2,75.86868472,11.55403965,4.903005756,98.26,92.32573012,11.55403965,4.903005756,98.26,92.32573012,89.4,6.66,2.2,75.86868472,0.01856947,0.176534308,0.440111965,0.231705555
North Somerset,802,South West,0.001933768,-0.00694948,0.014894668,0.004279131,3328,1435,50,190,0.159165095,0.080328455,0,56,0,23,0,0,0,2717,13712,1155,194,420,1,1,45,0,250,0,0,6430,2747,5450,0,0,0.152542373,122,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.065023633,0.119893191,69963073.35,95.90009425,3.063147974,0.14137606,96.23811492,2.108309219,0.496072757,99.10461828,98.8424969,2.108309219,0.496072757,99.10461828,98.8424969,95.90009425,3.063147974,0.14137606,96.23811492,0.080328455,0.159165095,0.119893191,0.065023633
South Gloucestershire,803,South West,0.033310731,0.007458891,0.032620674,0.020351187,2194,0,30,70,0.090958287,0.137841136,30,0,65,51,0,0,420,3265,17900,3511,0,0,1,1,0,0,0,0,0,0,9697,7025,1046,0,z,z,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.165930385,-0.045594066,44677060.38,90.27415144,6.984334204,1.14229765,87.32987686,7.517822424,2.235904083,98.40078329,97.08360337,7.517822424,2.235904083,98.40078329,97.08360337,90.27415144,6.984334204,1.14229765,87.32987686,0.137841136,0.090958287,-0.045594066,0.165930385
Hartlepool,805,North East,0.00961039,-0.008961039,0.005884451,-0.006597718,983,386,0,0,0.205789186,0.12424124,0,0,0,108,0,0,0,1090,7127,830,0,0,1,1,0,246,80,0,0,0,2565,2920,0,0,0.754601227,105,16746.11376,7971.706396,20049.56331,23253.15425,8804.281252,24277.97184,1204,616,70,144,41,12,2150803867,128436,169749516,21294,476437772.9,23763,693292794.1,29815,28147287.16,3197,274438193.7,11304,-0.017697919,-0.03565365,8640607.52,98.4939759,1.305220884,0,94.39002671,4.630454141,0,99.79919679,99.02048085,4.630454141,0,99.79919679,99.02048085,98.4939759,1.305220884,0,94.39002671,0.12424124,0.205789186,-0.03565365,-0.017697919
Middlesbrough,806,North East,0.006009968,-0.010187628,0.04882742,-0.004329525,810,0,0,0,0.110302618,0.097957724,105,430,0,200,0,0,0,932,11364,350,0,0,1,1,0,75,0,0,1050,0,6470,2550,0,0,1,1,16746.11376,7971.706396,20049.56331,23253.15425,8804.281252,24277.97184,1204,616,70,144,41,12,2150803867,128436,169749516,21294,476437772.9,23763,693292794.1,29815,28147287.16,3197,274438193.7,11304,0.141921969,0.111054248,17478516.38,94.79800775,3.043718871,0.553403431,81.25331917,9.453000531,3.823685608,98.39513005,94.53000531,9.453000531,3.823685608,98.39513005,94.53000531,94.79800775,3.043718871,0.553403431,81.25331917,0.097957724,0.110302618,0.111054248,0.141921969
Redcar and Cleveland,807,North East,0.022206109,9.06E-05,0.006633092,0.002579536,489,0,0,140,0.183796477,0.121377271,0,0,0,65,0,0,0,2906,9146,658,0,0,1,1,0,0,0,0,0,806,1675,1362,1208,0,z,z,16746.11376,7971.706396,20049.56331,23253.15425,8804.281252,24277.97184,1204,616,70,144,41,12,2150803867,128436,169749516,21294,476437772.9,23763,693292794.1,29815,28147287.16,3197,274438193.7,11304,0.000863889,-0.089275934,8068965.39,98.54872149,0.760193504,0,92.27669577,4.432505037,0.268636669,99.308915,96.97783747,4.432505037,0.268636669,99.308915,96.97783747,98.54872149,0.760193504,0,92.27669577,0.121377271,0.183796477,-0.089275934,0.000863889
Stockton-on-Tees,808,North East,0.012530741,-0.003279072,0.037685177,8.66E-05,3554,345,0,30,0.176571313,0.096938837,43,290,0,0,0,0,0,3768,15534,511,0,0,z,z,500,0,0,0,0,4075,7583,0,555,0,1,1,16746.11376,7971.706396,20049.56331,23253.15425,8804.281252,24277.97184,1204,616,70,144,41,12,2150803867,128436,169749516,21294,476437772.9,23763,693292794.1,29815,28147287.16,3197,274438193.7,11304,0.121168484,0.09738104,61591277.46,97.06871696,1.826045171,0.144161461,83.51602024,8.811129848,2.150084317,99.03892359,94.4772344,8.811129848,2.150084317,99.03892359,94.4772344,97.06871696,1.826045171,0.144161461,83.51602024,0.096938837,0.176571313,0.09738104,0.121168484
"Kingston upon Hull, City of",810,Yorkshire and The Humber,0.01402797,-0.004704765,0.007318875,-0.00678171,4559,1415,0,140,0.129069994,0.078473199,310,1400,0,20,0,0,0,4865,17265,2135,0,0,1,1,550,0,60,0,0,4050,6050,5850,0,0,0.901639344,91,16926.17951,8057.42367,20265.15001,23503.18817,8898.950942,24539.0253,1204,616,70,144,41,12,2173930791,128436,171574779.6,21294,481560759.7,23763,700747555.3,29815,28449946.16,3197,277389142,11304,0.207558391,0.158848535,71331757.47,94.10609037,3.667321546,0.622134905,87.37741221,6.263840557,1.993040177,98.39554682,95.63429295,6.263840557,1.993040177,98.39554682,95.63429295,94.10609037,3.667321546,0.622134905,87.37741221,0.078473199,0.129069994,0.158848535,0.207558391
East Riding of Yorkshire,811,Yorkshire and The Humber,-0.017804759,-0.010104302,-0.012781216,-0.003643514,606,636,20,180,0.179834313,0.242568139,0,0,21,246,0,0,0,3433,20103,3330,0,0,1,1,0,83,564,0,0,2232,15444,5143,0,0,0.128284389,123,16926.17951,8057.42367,20265.15001,23503.18817,8898.950942,24539.0253,1204,616,70,144,41,12,2173930791,128436,171574779.6,21294,481560759.7,23763,700747555.3,29815,28449946.16,3197,277389142,11304,0.000559693,-0.103078983,20977102.38,97.51638496,1.5522594,0.41393584,96.86635945,1.966205837,0.153609831,99.4825802,98.98617512,1.966205837,0.153609831,99.4825802,98.98617512,97.51638496,1.5522594,0.41393584,96.86635945,0.242568139,0.179834313,-0.103078983,0.000559693
North East Lincolnshire,812,Yorkshire and The Humber,0.01332741,0.007107952,0.046625767,0.018851088,1561,0,50,90,0.145456951,0.057651244,0,0,0,105,0,0,0,1305,11683,1650,420,0,1,1,0,0,0,0,0,4087,3950,2154,0,0,z,z,16926.17951,8057.42367,20265.15001,23503.18817,8898.950942,24539.0253,1204,616,70,144,41,12,2173930791,128436,171574779.6,21294,481560759.7,23763,700747555.3,29815,28449946.16,3197,277389142,11304,0.072494845,0.015358178,20408527.76,95.30369443,2.943018159,1.001878522,88.2732652,6.831629909,1.613770845,99.24859111,96.71866595,6.831629909,1.613770845,99.24859111,96.71866595,95.30369443,2.943018159,1.001878522,88.2732652,0.057651244,0.145456951,0.015358178,0.072494845
North Lincolnshire,813,Yorkshire and The Humber,0.017032721,-0.005901688,0.047359556,-0.003071436,915,0,10,50,0.143989961,0.123716826,0,150,35,45,0,0,0,2104,10443,1865,0,0,1,1,0,35,0,0,0,0,10983,870,0,48,1,1,16926.17951,8057.42367,20265.15001,23503.18817,8898.950942,24539.0253,1204,616,70,144,41,12,2173930791,128436,171574779.6,21294,481560759.7,23763,700747555.3,29815,28449946.16,3197,277389142,11304,0.038458424,0.061997353,13187371.99,97.65484065,1.443174985,0,95.77101599,2.784940691,0.722021661,99.09801563,99.27797834,2.784940691,0.722021661,99.09801563,99.27797834,97.65484065,1.443174985,0,95.77101599,0.123716826,0.143989961,0.061997353,0.038458424
North Yorkshire,815,Yorkshire and The Humber,0.021892822,-0.004642504,0.021508738,0.008159565,2356,0,200,300,0.196742012,0.166826082,960,60,98,552,71,0,420,5375,33626,6705,1121,0,0.901525659,90,0,46,0,0,0,13110,19821,5598,0,0,1,1,16926.17951,8057.42367,20265.15001,23503.18817,8898.950942,24539.0253,1204,616,70,144,41,12,2173930791,128436,171574779.6,21294,481560759.7,23763,700747555.3,29815,28449946.16,3197,277389142,11304,0.03326008,-0.027566624,70097347.24,95.03348214,2.883184524,0.502232143,91.05425824,4.618818681,1.270604396,98.41889881,96.94368132,4.618818681,1.270604396,98.41889881,96.94368132,95.03348214,2.883184524,0.502232143,91.05425824,0.166826082,0.196742012,-0.027566624,0.03326008
York,816,Yorkshire and The Humber,0.028874351,0.002857358,0.009549512,0.010068507,1869,1213,40,90,0.175134953,0.0980776,0,670,0,0,0,0,0,3429,9975,1788,0,0,z,z,386,0,0,0,0,6966,3433,0,0,0,1,1,16926.17951,8057.42367,20265.15001,23503.18817,8898.950942,24539.0253,1204,616,70,144,41,12,2173930791,128436,171574779.6,21294,481560759.7,23763,700747555.3,29815,28449946.16,3197,277389142,11304,0.046641485,0.120018271,47923496.27,95.4882924,3.026841805,0.799543118,93.32632685,4.046242775,0.788229112,99.31467733,98.16079874,4.046242775,0.788229112,99.31467733,98.16079874,95.4882924,3.026841805,0.799543118,93.32632685,0.0980776,0.175134953,0.120018271,0.046641485
Luton,821,East of England,0.027103506,-0.018968033,-0.005828587,-0.007020797,4934,2972,0,10,0.141058644,0.082883734,0,0,0,0,0,0,0,2488,17010,5364,0,0,z,z,0,270,270,0,0,3370,8195,4030,0,1200,0.5,113,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.147501343,0.274202899,87583146.29,95.17264499,3.821656051,0.368756286,79.95384108,9.363666337,4.121332015,99.36305732,93.43883943,9.363666337,4.121332015,99.36305732,93.43883943,95.17264499,3.821656051,0.368756286,79.95384108,0.082883734,0.141058644,0.274202899,0.147501343
Bedford,822,East of England,0.062606286,0.023115198,0.03905832,0.006242197,9238,0,510,1150,0.122742983,0.075378993,0,16,0,825,350,0,0,1557,10579,4735,0,840,0.70212766,109,0,198,0,0,0,1732,10869,300,0,600,1,1,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.391854839,0.371675605,89224200.84,92.49278152,5.149181906,1.25120308,85.05461768,8.391261172,2.085402185,98.89316651,95.53128103,8.391261172,2.085402185,98.89316651,95.53128103,92.49278152,5.149181906,1.25120308,85.05461768,0.075378993,0.122742983,0.371675605,0.391854839
Central Bedfordshire,823,East of England,0.051300125,-0.000430764,0.087869668,0.035265637,8274,736,30,740,0.171214319,0.186598649,1170,2070,252,668,130,0,410,5652,19048,1900,135,600,0.876190476,94,60,889,0,0,900,646,14591,2380,450,0,1,1,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.296369039,0.229418376,106239959.4,93.45904537,3.712433707,0.67766647,94.57083764,3.774560496,0,97.84914555,98.34539814,3.774560496,0,97.84914555,98.34539814,93.45904537,3.712433707,0.67766647,94.57083764,0.186598649,0.171214319,0.229418376,0.296369039
Buckinghamshire,825,South East,-0.001084011,-0.004471545,-0.006015603,-0.001378576,4562,6806,100,240,0.103355895,0.074968782,470,1652,92,299,48,0,210,8652,34094,2305,210,420,0.890660592,91,167,1626,58,0,0,14520,18099,4287,1870,0,0.968665586,83,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.131266474,0.181166727,120632713.7,89.26186292,6.889279438,1.528998243,63.01516776,16.30151678,8.916807109,97.6801406,88.23349165,16.30151678,8.916807109,97.6801406,88.23349165,89.26186292,6.889279438,1.528998243,63.01516776,0.074968782,0.103355895,0.181166727,0.131266474
Milton Keynes,826,South East,0.033338322,-0.018259373,0.049957277,-0.001082313,7203,6087,40,0,0.151984477,0.033912639,210,0,28,592,0,0,0,7296,18009,2460,378,960,1,1,0,48,0,0,1800,0,16643,1100,1900,750,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.286996161,0.397297883,183640726.3,93.20766008,4.33871933,1.466187911,79.5584628,7.631507223,4.088307441,99.01256732,91.27827746,7.631507223,4.088307441,99.01256732,91.27827746,93.20766008,4.33871933,1.466187911,79.5584628,0.033912639,0.151984477,0.397297883,0.286996161
Derbyshire,830,East Midlands,0.010684566,0.00152392,-0.009203592,-0.006581063,3963,0,570,110,0.150160477,0.092820352,510,370,30,511,0,0,630,5141,45960,9097,90,0,1,1,0,94,187,0,0,4575,21777,15468,0,0,0.334519573,118,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.041231275,-0.040429179,67015558.29,95.2724359,3.43215812,0.507478632,93.09258362,4.229277751,0.787687833,99.21207265,98.1095492,4.229277751,0.787687833,99.21207265,98.1095492,95.2724359,3.43215812,0.507478632,93.09258362,0.092820352,0.150160477,-0.040429179,0.041231275
Derby,831,East Midlands,0.017660423,0.000257191,0.00557711,-0.006971387,3556,4192,120,0,0.124471691,0.095112224,210,0,0,0,48,0,210,2733,15595,2332,280,0,0,121,140,348,375,210,0,2887,5424,3597,3810,1260,0.454799627,114,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.173959883,0.190946104,57204832.84,93.45724907,4.3866171,0.892193309,81.36606862,9.002203336,3.619767076,98.73605948,93.98803903,9.002203336,3.619767076,98.73605948,93.98803903,93.45724907,4.3866171,0.892193309,81.36606862,0.095112224,0.124471691,0.190946104,0.173959883
Dorset,838,South West,0.024318866,-0.000206092,0.021046524,-0.004008862,z,z,10,10,0.186055385,0.151761243,0,172,0,210,0,0,0,3504,16805,5936,674,0,1,1,21,136,28,0,0,3698,15350,1785,1511,0,0.848648649,97,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,z,z,34324643.02,93.48460292,4.116693679,1.166936791,96.11063094,1.858254105,0.129645635,98.76823339,98.09853068,1.858254105,0.129645635,98.76823339,98.09853068,93.48460292,4.116693679,1.166936791,96.11063094,0.151761243,0.186055385,z,z
"Bournemouth, Christchurch and Poole",839,South West,-0.017186597,-0.011806759,0.014400892,-0.001724051,z,z,80,30,0.148432445,0.111199496,150,670,45,0,0,0,0,4828,22087,1613,480,420,1,1,130,362,22,0,0,8197,12967,3093,1819,0,0.957198444,87,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,z,z,45177107.13,91.4916532,5.088852989,1.373182553,74.33911883,11.77570093,4.245660881,97.95368875,90.36048064,11.77570093,4.245660881,97.95368875,90.36048064,91.4916532,5.088852989,1.373182553,74.33911883,0.111199496,0.148432445,z,z
County Durham,840,North East,0.028309285,0.004992681,0.050252018,0.019668776,3298,0,110,230,0.192297357,0.143653743,135,300,0,740,0,0,0,6856,32584,4851,0,0,1,1,110,0,60,0,0,7201,15346,7828,1315,0,0.647058824,111,16746.11376,7971.706396,20049.56331,23253.15425,8804.281252,24277.97184,1204,616,70,144,41,12,2150803867,128436,169749516,21294,476437772.9,23763,693292794.1,29815,28147287.16,3197,274438193.7,11304,0.048717089,0.061069559,32089545.94,95.70579168,2.884827131,0.484474785,93.44172452,3.872853489,0.675922543,99.07509359,97.99050055,3.872853489,0.675922543,99.07509359,97.99050055,95.70579168,2.884827131,0.484474785,93.44172452,0.143653743,0.192297357,0.061069559,0.048717089
Darlington,841,North East,-0.015970374,-0.013192917,-0.002619087,-0.001636929,840,802,0,10,0.165634035,0.047896432,0,0,0,0,28,0,0,1215,6530,1911,0,0,0,121,118,0,0,0,0,1835,700,3318,0,0,1,1,16746.11376,7971.706396,20049.56331,23253.15425,8804.281252,24277.97184,1204,616,70,144,41,12,2150803867,128436,169749516,21294,476437772.9,23763,693292794.1,29815,28147287.16,3197,274438193.7,11304,0.00385141,0.094860964,14377754.59,97.62357414,1.615969582,0.095057034,91.72870141,4.549214227,1.736972705,99.33460076,98.01488834,4.549214227,1.736972705,99.33460076,98.01488834,97.62357414,1.615969582,0.095057034,91.72870141,0.047896432,0.165634035,0.094860964,0.00385141
East Sussex,845,South East,0.015187382,-0.00162247,0.017551337,0.004068191,2207,1358,30,90,0.121814265,0.075931248,0,360,120,506,0,0,0,4385,31866,2100,1200,0,1,1,0,225,0,0,0,2380,23864,2050,750,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.059580428,0.035886739,99201060.34,93.06501548,4.293085655,0.8875129,88.67713004,6.128550075,1.756352765,98.24561404,96.56203288,6.128550075,1.756352765,98.24561404,96.56203288,93.06501548,4.293085655,0.8875129,88.67713004,0.075931248,0.121814265,0.035886739,0.059580428
Brighton and Hove,846,South East,0.030423431,0.007946418,0.01369863,0.010067668,2693,2389,10,90,0.19079128,0.125619505,0,0,0,0,0,0,0,2692,15511,2235,546,0,z,z,0,264,0,0,0,0,14747,0,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.02269717,0.088630968,62215954,90.82608696,6.652173913,1.652173913,80.40460135,9.797699326,3.609678699,99.13043478,93.81197937,9.797699326,3.609678699,99.13043478,93.81197937,90.82608696,6.652173913,1.652173913,80.40460135,0.125619505,0.19079128,0.088630968,0.02269717
Hampshire,850,South East,0.019876383,-0.004781228,0.00064351,-0.004933575,12081,862,470,740,0.108327823,0.088626295,705,990,205,877,0,0,1155,26720,78320,6527,119,0,1,1,0,271,0,0,0,10395,61681,5892,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.106046086,0.041733101,272060853.7,93.07975634,4.412806347,0.970392407,90.68370166,5.67679558,1.270718232,98.46295509,97.63121547,5.67679558,1.270718232,98.46295509,97.63121547,93.07975634,4.412806347,0.970392407,90.68370166,0.088626295,0.108327823,0.041733101,0.106046086
Portsmouth,851,South East,0.025390869,-0.004940588,0.020686176,-0.004742684,1637,1610,40,60,0.115204665,0.083257714,0,30,0,135,0,0,0,750,14485,1200,0,0,1,1,0,680,0,0,0,1640,8180,1000,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.155977003,0.138723872,41163140.06,93.74689826,4.367245658,0.595533499,88.81453155,6.931166348,0.86042065,98.70967742,96.60611855,6.931166348,0.86042065,98.70967742,96.60611855,93.74689826,4.367245658,0.595533499,88.81453155,0.083257714,0.115204665,0.138723872,0.155977003
Southampton,852,South East,0.003707089,-0.013050985,0.022665458,0.005851809,5367,976,0,230,0.185573857,0.025158483,0,240,0,0,0,0,0,4269,13984,2418,653,420,z,z,0,480,0,0,0,1200,6604,3914,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.174521073,0.277598829,73110412.06,91.61816065,5.005820722,1.435778036,79.07341971,9.422850412,3.612092658,98.05975941,92.10836278,9.422850412,3.612092658,98.05975941,92.10836278,91.61816065,5.005820722,1.435778036,79.07341971,0.025158483,0.185573857,0.277598829,0.174521073
Leicestershire,855,East Midlands,0.065871313,-0.001564034,0.059026171,0.004807445,8095,0,590,1660,0.108180801,0.076499344,1712,1122,15,1025,105,0,420,8428,44217,5463,0,210,0.908296943,87,174,501,0,0,0,7737,26181,7764,5087,0,1,1,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.170686764,0.159224313,162923817.2,93.04188923,4.118639303,0.857464155,88.95101171,5.218317359,1.30457934,98.01799269,95.47390841,5.218317359,1.30457934,98.01799269,95.47390841,93.04188923,4.118639303,0.857464155,88.95101171,0.076499344,0.108180801,0.159224313,0.170686764
Leicester,856,East Midlands,0.045548654,0.008799172,0.026699143,0.006464003,6756,3607,30,220,0.089388978,0.069746597,0,1020,0,0,138,0,0,5260,24087,4242,834,420,0,121,91,705,0,0,1200,5816,8581,2990,600,900,1,1,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.2324729,0.326290801,175906103.4,94.46658851,3.25908558,0.422039859,83.99326032,8.129738837,2.211457456,98.14771395,94.33445661,8.129738837,2.211457456,98.14771395,94.33445661,94.46658851,3.25908558,0.422039859,83.99326032,0.069746597,0.089388978,0.326290801,0.2324729
Rutland,857,East Midlands,0.073722628,0.014233577,0.00569395,0.019572954,59,114,0,10,0.149421789,0.022222222,0,150,0,0,0,0,0,511,2565,210,0,0,z,z,0,0,0,0,0,1050,1815,0,0,0,z,z,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.124748491,0.244107744,7730797.29,96.50145773,2.915451895,0.29154519,92.47311828,4.301075269,0.537634409,99.70845481,97.31182796,4.301075269,0.537634409,99.70845481,97.31182796,96.50145773,2.915451895,0.29154519,92.47311828,0.022222222,0.149421789,0.244107744,0.124748491
Staffordshire,860,West Midlands,0.013148768,-0.007539431,0.030889444,0.00738333,7865,4199,270,400,0.139537563,0.132499224,1456,525,163,541,104,0,420,8361,55220,6877,0,420,0.871287129,95,206,595,0,0,0,3052,40533,14570,0,1550,1,1,17106.24524,8143.140943,20480.73671,23753.22209,8993.620633,24800.07876,1204,616,70,144,41,12,2197057714,128436,173400043.2,21294,486683746.5,23763,708202316.6,29815,28752605.16,3197,280340090.3,11304,0.102514055,0.032245097,123430825,94.76463835,3.788748565,0.493685419,93.09803922,5.189542484,0.562091503,99.04707233,98.8496732,5.189542484,0.562091503,99.04707233,98.8496732,94.76463835,3.788748565,0.493685419,93.09803922,0.132499224,0.139537563,0.032245097,0.102514055
Stoke-on-Trent,861,West Midlands,0.005600358,-0.003539427,0.018508093,0.005348346,4335,0,0,70,0.097911281,0.015196359,105,600,150,52,0,0,0,3915,14608,5119,0,0,1,1,0,150,0,0,0,1175,10235,3000,0,0,1,1,17106.24524,8143.140943,20480.73671,23753.22209,8993.620633,24800.07876,1204,616,70,144,41,12,2197057714,128436,173400043.2,21294,486683746.5,23763,708202316.6,29815,28752605.16,3197,280340090.3,11304,0.183982334,0.209204689,37323538.57,93.80530973,2.791014295,0.544588155,91.14356743,5.531385954,0.93225606,97.14091219,97.60720945,5.531385954,0.93225606,97.14091219,97.60720945,93.80530973,2.791014295,0.544588155,91.14356743,0.015196359,0.097911281,0.209204689,0.183982334
Wiltshire,865,South West,0.067079247,0.031861331,0.061554372,0.014249052,6340,3210,10,310,0.177422291,0.149408455,330,472,105,347,88,0,630,4448,31572,7584,1250,315,0.837037037,98,266,430,298,0,0,6757,22959,5709,0,0,0.700201207,109,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.144038268,0.091836735,73586019.36,95.48400162,3.138922641,0.607533414,92.50891795,5.984938565,0.733254063,99.23045768,99.22711058,5.984938565,0.733254063,99.23045768,99.22711058,95.48400162,3.138922641,0.607533414,92.50891795,0.149408455,0.177422291,0.091836735,0.144038268
